et,sk,position,score,rel_score,ratio_score,index,freqs,correctness,note
kiire,Rýchly,4,0.7416151262428146,0.1104540950633706,0.8703695752628533,954,532068.0,yes,1
suhkur,cukor,0,0.9017818562410232,0.0,1.0,7490,157996.0,yes,1
mahtuma,vtesnať,3,0.6534993289041167,0.1141308364260581,0.8513205426509419,27540,213662.0,yes,near_equivalent
ettevõte,podnik,1,0.7866398156862544,0.0631852148725924,0.9256491482357944,1543,1428160.0,yes,1
süles,postieľke,2,0.7505743286263273,0.0317235244609994,0.9594482787651748,10366,0.0,no,meaning
esindus,sekretariát,1,0.6668147213162936,0.0168679463710473,0.975327813372678,11812,104355.0,no,meaning
jutumärgid,slovné,5,0.7084037020975257,0.1001319371343456,0.8761564335871781,121976,0.0,no,meaning
põhimõte,princípu,5,0.6900627060343674,0.1309934478287789,0.8404573825889465,5337,347800.0,yes,not_basic_form
enese,vedomej,8,0.6388412981279935,0.041615716115784,0.9388415208534024,2840,0.0,no,meaning
kontoritarbed,notebooky,2,0.6922309741451155,0.008717561642514,0.9875631930199862,300027,0.0,no,meaning
laul,melódia,7,0.7702588398711223,0.1109806179429431,0.8740630404609514,4021,392297.0,no,meaning
ohver,násilník,3,0.7547443762000883,0.0571469346937707,0.9296125800005738,10861,186708.0,no,meaning
põhimõte,princípy,9,0.6591523530769537,0.1619038007861926,0.8028103193375752,5337,347800.0,yes,not_basic_form
samasugune,hocijaký,8,0.7315635532472092,0.0825846411023364,0.8985631342358789,4134,232692.0,no,meaning
juur,koreň,0,0.7812490534151613,0.0,1.0,29104,128780.0,yes,1
ahi,horák,7,0.7686338470570687,0.0811408428781564,0.9045148745435788,13669,169140.0,no,meaning
vahendusel,internetovej,2,0.6125462549883653,0.1235878971309411,0.8321122627239403,2371,0.0,no,meaning
